Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
240000,1.4185104,0.51830983,999.0,22.963688891381025,22.963688891381025,1.0
250000,1.4185083,0.5467986,999.0,41.80940895890817,41.80940895890817,1.0
260000,1.418505,0.62531507,999.0,20.688569608703254,20.688569608703254,1.0
270000,1.4185131,0.5341971,999.0,21.58909886633046,21.58909886633046,1.0
280000,1.4185288,0.76633406,999.0,168.68913523741065,168.68913523741065,1.0
290000,1.4185121,0.75283307,999.0,59.2938889823854,59.2938889823854,1.0
300000,1.4184724,1.0280998,999.0,50.0712880205363,50.0712880205363,1.0
310000,1.4184673,0.9331951,999.0,66.35528033450245,66.35528033450245,1.0
320000,1.4184519,1.0413082,999.0,55.748158138990405,55.748158138990405,1.0
330000,1.4184339,0.8299074,999.0,41.70263941660524,41.70263941660524,1.0
340000,1.4183614,1.4678309,999.0,148.7113388184458,148.7113388184458,1.0
350000,1.4183749,1.1102364,999.0,167.80057321190833,167.80057321190833,1.0
360000,1.4184538,1.2224815,999.0,57.60275555886328,57.60275555886328,1.0
370000,1.4184532,1.488836,999.0,51.68101949058473,51.68101949058473,1.0
380000,1.4184469,1.6844829,999.0,68.19867860004305,68.19867860004305,1.0
390000,1.4184524,1.4928046,999.0,57.126229643076655,57.126229643076655,1.0
400000,1.418564,1.2781509,999.0,52.36449875570834,52.36449875570834,1.0
410000,1.418564,1.410012,999.0,82.5924586944282,82.5924586944282,1.0
420000,1.4185189,1.985532,999.0,121.16951077021659,121.16951077021659,1.0
430000,1.4185188,1.4619467,999.0,50.20842918083072,50.20842918083072,1.0
440000,1.4182653,1.8754269,999.0,93.8250185791403,93.8250185791403,1.0
450000,1.4182512,2.2307646,999.0,117.70091068483889,117.70091068483889,1.0
460000,1.4183464,1.686306,999.0,63.359958802163604,63.359958802163604,1.0
470000,1.4183573,1.6882149,999.0,63.95158810354769,63.95158810354769,1.0
480000,1.4185772,2.198956,999.0,217.64030987210572,217.64030987210572,1.0
490000,1.4186167,2.3518977,999.0,116.14610948450863,116.14610948450863,1.0
500000,1.4187571,2.2013154,999.0,83.15093837603926,83.15093837603926,1.0
510000,1.4187925,2.5290177,999.0,112.1969920631498,112.1969920631498,1.0
520000,1.4187484,2.2068315,999.0,68.55545843876898,68.55545843876898,1.0
530000,1.4187336,2.350641,999.0,74.8316975094378,74.8316975094378,1.0
540000,1.4187294,2.668839,999.0,149.22981918491422,149.22981918491422,1.0
550000,1.4187276,2.3995376,999.0,123.0127060558647,123.0127060558647,1.0
560000,1.4186896,2.2182305,999.0,73.87508083023131,73.87508083023131,1.0
570000,1.418669,1.9894066,999.0,58.973508487269285,58.973508487269285,1.0
580000,1.4186491,2.7072456,999.0,162.65114501044155,162.65114501044155,1.0
590000,1.4186355,2.544886,999.0,215.5918536171317,215.5918536171317,1.0
600000,1.4186732,2.5890436,999.0,89.28148937895894,89.28148937895894,1.0
610000,1.4187044,2.9671898,999.0,111.87429984472692,111.87429984472692,1.0
620000,1.4186684,3.2346864,999.0,280.64557047858835,280.64557047858835,1.0
630000,1.4186318,3.052733,999.0,104.34053160957993,104.34053160957993,1.0
640000,1.4186636,2.826074,999.0,115.55522805489599,115.55522805489599,1.0
650000,1.4187031,2.9104393,999.0,114.05506335124373,114.05506335124373,1.0
660000,1.4187626,2.677066,999.0,120.44348341077566,120.44348341077566,1.0
670000,1.4188524,2.4589744,999.0,55.75338772907853,55.75338772907853,1.0
680000,1.4189305,3.140798,999.0,182.39064202047885,182.39064202047885,1.0
690000,1.4190775,2.9230309,999.0,103.0367417961359,103.0367417961359,1.0
700000,1.4190708,2.6970165,999.0,76.77108848467469,76.77108848467469,1.0
710000,1.4190552,2.3625767,999.0,80.91321175768971,80.91321175768971,1.0
720000,1.4191144,3.4006553,999.0,181.38117551617324,181.38117551617324,1.0
730000,1.4192942,3.1906686,999.0,124.59592976830899,124.59592976830899,1.0
740000,1.4193078,3.2648969,999.0,125.44981355667115,125.44981355667115,1.0
750000,1.4193624,2.943048,999.0,99.02241190634668,99.02241190634668,1.0
760000,1.4193459,3.715161,999.0,163.83797269016503,163.83797269016503,1.0
770000,1.4192502,3.412518,999.0,152.46671096384526,152.46671096384526,1.0
780000,1.4192436,4.0069532,999.0,159.7240714084357,159.7240714084357,1.0
790000,1.419182,3.441279,999.0,150.91113900691272,150.91113900691272,1.0
800000,1.4191906,3.8062196,999.0,116.36593108177185,116.36593108177185,1.0
810000,1.4193666,4.2470355,999.0,205.29709969833493,205.29709969833493,1.0
820000,1.4193666,3.556301,999.0,112.4840911578387,112.4840911578387,1.0
830000,1.4193339,4.093434,999.0,123.16255406476557,123.16255406476557,1.0
840000,1.4193338,4.4931283,999.0,159.3943615116179,159.3943615116179,1.0
850000,1.4195538,4.3357277,999.0,175.6946852952242,175.6946852952242,1.0
860000,1.4195658,5.03249,999.0,208.2093902811408,208.2093902811408,1.0
870000,1.4196687,4.8046513,999.0,248.24549881219863,248.24549881219863,1.0
880000,1.4196802,5.6072702,999.0,297.2807418551296,297.2807418551296,1.0
